Item ID,Item Name,userid,shopid,shop_name,Main Category,Sub Category,Level3 Category,username,Item GMV,Total Placed Order
"124974786","現貨~可超取✥公司貨✥東龍小型裁縫機TL-535重量輕、攜帶方便(TL-535)","7972216","7970921","駱駝小家電～各式居家生活小電器","Home Electronic","Household Appliances","Others","camel_2357","22603.947368421053","13"
"1385513692","現貨 全新品限量特價TECO 東元 100公升 定頻 雙門  小冰箱 一級能效 R1001W/R1001N","7203131","7201838","3C家電全館量販價","Home Electronic","Large Household Appliance","Refrigerator ","amy640708","20670.0","3"
"451369635","ZOJIRUSHI  象印電子鍋 10人份 NP-ZAF18 免運費","27992074","27990690","最易購家電網","Home Electronic","Kitchen Appliances","Electric Rice Cooker & Cooking Pot","a0939961248","77685.0","8"
"14760463","🔥可議價🔥HITACHI日立除濕機RD-16FR玫瑰金/RD16FR/RD16FQ閃亮銀RD-16FQ","4281830","4280546","HOMEYA","Home Electronic","Household Appliances","Dehumidifier","kkhoho","86400.0","12"
"2849842050","★川流淨水★《德國BRITA 》mypure U5 超微濾菌濾水系統專用濾芯(前置濾芯+主濾芯) 濾心耗材","42206293","42204907","川流專業淨水生活館","Home Electronic","Kitchen Appliances","Water Device","ak5468","11700.0","3"
"3808702744","⭐現貨+免運⭐  保證原廠 德國 Oral-B 歐樂B 兒童電動牙刷 刷頭 米奇 星際大戰  冰雪奇緣  汽車 公主","190442398","190439605","減塑生活家","Home Electronic","Beauty Appliances","Electric Toothbrush","w0900104426","17460.0","35"
"6120648708","【現貨秒出】Handy Stitch 3代 手持縫紉機 電動縫紉機 裁縫機 縫紉機 縫衣機 居家","2990018","2988731","mina好購網","Home Electronic","Household Appliances","Sewing Machine","mina417417","15981.946724755933","65"
"3613214801","小米延長線 台灣規格 【現貨速發】小米插線板 米家延長線 USB插座 USB插孔 USB充電座 智能插線板 USB延長線","46995807","46994421","米兔小米專賣","Home Electronic","Audio Visual Equipment","Wire","ellien621","18473.219251605165","49"
"15261367","專業造型吹風機 1200W大風量吹風機 JLM-2800 九款顏色任選♥JORLIME喬莉媚","806434","805872","LUODAIS 洛黛詩","Home Electronic","Beauty Appliances","Hair Dryer","jorlime","11294.046724708704","20"
"2387948153","【加贈原廠活性碳】過敏季節 團購 COWAY AP-1009CH 加護抗敏型空氣清淨機 公司貨 濾網 活性碳","11278680","11277380","白白3C遊戲","Home Electronic","Household Appliances","Air Purifier","yuilun521","25902.0","4"
"5115268225","【SANLUX 三洋 】三洋媽媽樂 內外不鏽鋼 SW-19DVGS 18公斤超音波變頻洗衣機","224652","224645","左岸電器","Home Electronic","Large Household Appliance","Washing Machine","ngw0505","39498.0","2"
"5610451674","筋膜放鬆槍 筋膜器 肌肉按摩器 肌肉按摩器20擋 LCD屏顯按摩器 健身肌肉放鬆器 高速筋膜槍 按膜槍 台北現貨保固","2529331","2528052","jack1688","Home Electronic","Beauty Appliances","Electric Massager","jack1688","292700.0","213"
"1181760958","現貨-小奶瓶 升級原廠BM-8000直播套組 中振膜 錄音專業麥克風+桌面支架+防噴網 主播 電容麥克風","67888305","67886848","WiNiselection │唯你所選│直播設備‧手機配件","Home Electronic","Audio Visual Equipment","Microphone","winiselection","72602.0","104"
"2196911069","3M AP2-C405-SG替換濾心 HCD-2內置濾心 S003/DS02頭座通用 DS02可用  DS03通用","24414529","24413193","--- 過濾王 --- 下標前請詢問是否有現貨可出，6、日不出貨喔，急件勿下標！","Home Electronic","Kitchen Appliances","Water Device","airking","39597.90059319749","20"
"4805836420","【現貨 免運費+用給你看】充電式桌面吸塵器 充電桌上型吸塵器 桌面清潔器 usb充電桌面迷你吸塵器 鍵盤書桌清潔除塵打掃","3889116","3887833","《條子背背》生活市集網 躲貓貓大象 魔術貼 手電筒 寵物廁所","Home Electronic","Household Appliances","Vacuum","sphinx","35206.07574242625","100"
"5920767732","俊媳婦壓面機家用電動全自動小型不銹鋼搟面機餃子皮多功能面條機","174226167","174223700","binchenc","Home Electronic","Kitchen Appliances","Others","binchenc","14284.0","5"
"3109356465","2737批發 比依氣炸鍋 【一年保固】最新款式 雙手柄 內外鍋二用 AF-25A/台灣110V專用","182531586","182528922","aass2737批發【海外淘寳/代購代發/物流集運】","Home Electronic","Kitchen Appliances","Fryer","aass2737","11120.0","2"
"2666657852","【Q2微型】家用投影儀 LED迷你兒童投影機便攜高清1080P","163648527","163646376","小白狐店鋪","Home Electronic","Audio Visual Equipment","Curtain & Projector","qilinge01","10961.285161498045","2"
"241694706","[168烘焙購][現貨]Dr.Goods 好先生手提式電動食品混合器電動打蛋器2組攪拌棒304不銹鋼","1008770","1008046","168烘焙購","Home Electronic","Household Appliances","Others","geishi","36845.01981577476","42"
"5320600378","新鮮貨 低價促銷 已9折風扇吊燈隱形風扇燈餐廳吊扇燈北歐客廳家用電風扇簡約臥室靜音風扇吊燈 全店免運","99707599","99706121","麗莎精品 ","Home Electronic","Seasonal Appliance","Fan-Wall/Ceiling","bibi9933","10000.0","1"
"2406302371","【免運】K歌直播麥克風套組 手機直播聲卡 錄音麥克風 小奶瓶 直播神器 變聲 中振膜 電容麥克風 17直播","84144883","84143406","創意生活 ","Home Electronic","Audio Visual Equipment","Microphone","felixlay","29928.773142112124","23"
"4021515052","『代購小米』小米紅米電視70吋4K智能超高清電視 限時免運！！","7957311","7956016","YBSHOP","Home Electronic","TVs","50 Inches or More","claire61116","21800.0","1"
"405462810","【全新盒裝 保固一年】日本進口SONY ICD-LX31 數位錄音機 附8GB SD卡 ICD-LX31A","14351591","14350287","〔日本代購〕提供日本進口商品代購及保固服務","Home Electronic","Audio Visual Equipment","Recording Pen","choyajp2018","10080.0","4"
"1160770035","《詢價打$折+送實用套裝吸頭》Karcher T12/1 德國凱馳 工業/商用/無塵室/工廠專用吸塵器","7593227","7591935","台南佳電 LineID: @ez80","Home Electronic","Household Appliances","Vacuum","ez80web","10500.0","1"
"1747069511","(輸碼折1600  FEWPT0502)MITSUBISHI 12L日本製輕巧除濕機 MJ-E120AN","85407061","85405584","MITSUBISHI 三菱家電旗艦館","Home Electronic","Household Appliances","Dehumidifier","mitsubishi_tw","315248.0","22"
"2354917950","【Opure 臻淨】D2 負離子除濕輪清淨除濕機","11779521","11778219","Opure 臻淨科技","Home Electronic","Household Appliances","Dehumidifier","opure","13977.972443799856","2"
"2297434713","※免運費※『中部批發』18吋 壁扇 工業壁扇 電風扇 掛壁風扇 電扇 擺頭扇 電風扇 太空扇 掛壁扇 插壁扇(台灣製造)","138938434","138936610","金實在超讚","Home Electronic","Seasonal Appliance","Fan-Wall/Ceiling","fun78625","10543.0","6"
"6517853505","亞洲樂器 YAMAHA THR10II 20瓦電吉他音箱(藍芽連線、無線功能) 第二代 此款沒有蓄電功能","17439099","17437763","中港佳音樂器（亞洲樂器）","Home Electronic","Steroes and Speakers","Subwoofer","asianmusic","22000.0","2"
"7521243970","【上位電器✽免運✽Panasonic國際牌】20L微電腦微波爐 NN-ST25JW","152532812","152530953","上位電器【大型家電請先聊聊詢問】","Home Electronic","Kitchen Appliances","Microwave","maysue751020","20270.0","7"
"1529801922","LG耗材 掃地機器人 邊刷 側刷 左刷+右刷 L+R (適用全系列掃地機器人)","84184481","84183004","迪寶生活館","Home Electronic","Household Appliances","Robot Vaccum","debao.co","30550.64580829116","99"
"6416058156","飛利浦Hd2195，全新公司貨，刷卡價10600","160027477","160025421","lisa212121","Home Electronic","Kitchen Appliances","Electric Rice Cooker & Cooking Pot","lisa212121","11600.0","1"
"6103403499","Dyson 戴森 V11 SV14 Animal 無線手持吸塵器 集塵桶加大版 五吸頭 吸塵蟎 床墊/建軍電器","5006541","5005248","建軍電器 Dyson 各式家電專賣店","Home Electronic","Household Appliances","Vacuum","janpost001","189240.0","9"
"65775437","【SANLUX台灣三洋】SANYO直流變頻4D鑽石內槽超音波媽媽樂15kg洗衣機SW-15DV8/SW15DV8","4281830","4280546","HOMEYA","Home Electronic","Large Household Appliance","Washing Machine","kkhoho","16900.0","1"
"1064988348","Panasonic 國際牌 55吋 4K UHD 智慧聯網 55GX600 55GX600W","1385662","1384623","柴克3C家電","Home Electronic","TVs","50 Inches or More","woo876530","17200.0","1"
"1783917499","{老美購}全新 經典紅 KitchenAid攪拌機  KSM150PSER 5QT 4.73L 抬頭式 現貨台灣保固刷卡","2509142","2507863","老美購 0912-977-092","Home Electronic","Kitchen Appliances","Food Processor","usabuy","47200.0","4"
"2162669276","3M強效型廚下生飲淨水系統(含基本安裝費)53US-MAX-S01H+SGP115","140105585","140103761","佳濾淂淨水生活館","Home Electronic","Kitchen Appliances","Water Device","y20022002","11264.0","1"
"2245033670","掛脖雙風扇 專利授權  頸掛式風扇 頸掛風扇 掛脖風扇 雙頭風扇 懶人風扇 USB風扇 隨身風扇 充電風扇 外出風扇","2480213","2478934","皇兒小舖-極巔風扇台灣總代理/Solove素樂經銷/摺疊伸縮風扇授權經銷","Home Electronic","Seasonal Appliance","Fan-USB","u9315013","10200.493968498244","37"
"2231895079","送豪華擦地組+免運+24H出貨【智慧偵測超薄型吸塵器機器人】掃地機器人 充電式自動掃地機 無線吸塵器 掃把 塵蟎機","4005410","4004127","【購物寓】藍芽耳機 藍芽喇叭 小米手環4 刮鬍刀 空氣清淨機 生活用品 ","Home Electronic","Household Appliances","Robot Vaccum","yuaican","21707.509944311852","5"
"3123874984","現貨免運(台灣檢測+一年保固)電解消毒水製造機/消毒水製造機/次氯酸鈉製造機/SARS/新冠肺炎/武漢肺炎-郁郁購物","181719299","181716655","郁郁購物 - 精選好家電、提供保固及出貨前檢測","Home Electronic","Household Appliances","Others","cdftom7","80959.0","55"
"896012447","RD-320HG/320HS 另有280HG/360HG/Y28GX/F-YY32GX/DW-J16T/DW-J18T","2558331","2557052","SAMSUNG730530","Home Electronic","Household Appliances","Dehumidifier","hometzuming7373","13500.0","1"
"2506177632","【MIG 一開四插6尺旋轉安全延長線】延長線/旋轉防塵蓋/防雷突波/防火材質/SSP-4118【LD170】","67144995","67143539","✨派睿小舖✨","Home Electronic","Audio Visual Equipment","Wire","aflsandy57","11133.294951042953","10"
"6922982970","【有現貨】藍牙擴音器 教師教學擴音器  無線藍牙小蜜蜂 樂廷K500錄音擴音器教師專用教學腰掛迷妳擴音器 收音機","166905013","166902757","【喬喬這好店】 主營3C、居家日常用品和生活神器。提供優質的服務。","Home Electronic","Others","Others","asfjoaifj","16080.0","15"
"6713382311","【領券再折 再贈好禮】CADO AP-C120 7坪 藍光光觸媒 HEPA PM2.5 脫臭空氣清淨機 公司貨","40204348","40202962","集雅社旗艦生活館","Home Electronic","Household Appliances","Air Purifier","gseven88","16000.0","1"
"478816604","~新包裝~PHILIPS飛利浦咖啡機清潔除鈣劑保養用品 CA6700/CA6704/潤滑油/油膏/除垢清潔錠","19872500","19871164","TACATOSHI","Home Electronic","Kitchen Appliances","Coffee Machine","takatoshi","26770.0","21"
"1301958068","米家 石頭 掃地機器人 原廠耗材 配件 邊刷 水洗 塵盒濾網 主刷 主刷罩 虛擬牆 小米 二代 小瓦 水箱濾芯 拖布","51699457","51698069","Wonderful 3C-紫米ZMI專賣店","Home Electronic","Household Appliances","Robot Vaccum","wonderful888","49416.44094085713","99"
"2761812279","【全新盒裝,含稅有發票】3M WaterDuo DIY雙效淨水器 (鵝頸款) (DS02-CG DS02-PRO升級版)","14751196","14749892","pingding168","Home Electronic","Kitchen Appliances","Water Device","pinding168","36918.0","9"
"1208000775","💛🏝現貨價👙💛送掛繩 SOLOVE N9 手持風扇 電風扇USB充電 迷你風扇 素樂 小風扇 充電風扇 桌上型","46784646","46783260","【小米手環4】現貨 15:00前下單當天出貨","Home Electronic","Seasonal Appliance","Fan-USB","0keling0","83744.30186587639","269"
"1434518074","(輸碼折1600  FEWPT0502)MITSUBISHI 高效節能清淨除濕機 MJ-E195HM-TW","85407061","85405584","MITSUBISHI 三菱家電旗艦館","Home Electronic","Household Appliances","Dehumidifier","mitsubishi_tw","133816.0","7"
"629134671","普羅拜爾優格菌1盒+優格機一台+塑膠內罐2個 大特價 優格酸奶魔力 自己做優格沒有添加物（蘿潔塔廚房 李子柒）","40505209","40503823","小護士家電","Home Electronic","Kitchen Appliances","Others","nf9540732","12349.6443657174","9"
"5516680146","Buyjm 櫻花牌G5900S G-5900S瓦斯爐 雙口爐 瓦斯爐","7834953","7833658","百嘉美居家生活有限公司","Home Electronic","Large Household Appliance","Stove","buyjm","13700.0","2"
"2124714451","【FINA限時下殺】桌上小風扇 迷你 Usb小風扇 辦公室桌面電風扇 學生宿舍超靜音小電扇  電扇 隨身攜帶","138966791","138964967","FINA.MALL菲娜家","Home Electronic","Seasonal Appliance","Fan-USB","moguishopee","12340.0","36"
"2337582678","%迅速出貨~小太陽~TM-767專業冰沙調理機 冰沙果汁機 沙冰機 馬達5年保固","156022590","156020641","666電器","Home Electronic","Kitchen Appliances","Juice & Soybean Milk Machine","ab666888a","25125.0","8"
"6409268628","TCO 小型洗衣機 洗衣機 單筒洗衣機 宿舍用家用 半全自動 洗脫一體 200v電壓","199515059","199511950","家用電器精品店","Home Electronic","Large Household Appliance","Washing Machine","henaezt","14543.0","6"
"300349804","台灣三洋 機械式17公升微波爐 EM-17HA","10134913","10133616","元元生活家電館","Home Electronic","Kitchen Appliances","Microwave","buy_here007","22802.0","14"
"6330064971","Auluxe 無線喇叭收音機 NEW BREEZE (胡桃木白/胡桃木黑)","12926255","12924952","hero830321","Home Electronic","Others","Others","hero830321","15900.0","1"
"45445204","第四代純露機/蒸餾機","5745115","5743816","『愛皂香耕園』手工皂/保養品/清潔用品 DIY素材..","Home Electronic","Kitchen Appliances","Others","lingmei651102","13710.0","3"
"6222639703","英國Tannoy D6000音箱","234891337","234886333","t11036001","Home Electronic","Steroes and Speakers","Subwoofer","t11036001","72630.0","3"
"68196308","圓型玻璃體重計-小/透明玻璃體重計/強化安全玻璃電子秤/人體秤 體重秤 附發票【賣貴請告知】","2078214","2076692","【賣貴請告知】","Home Electronic","Beauty Appliances","Weight Scale","cukkcukk","17520.01393526825","78"
"1380655533","(輸碼現折300  DAILY0502)SANLUX 台灣三洋250公升直立式冷凍櫃 SCR-250F","81868612","81867136","SANLUX台灣三洋館","Home Electronic","Large Household Appliance","Freezer","sanlux_tw","45955.0","3"
"3713466700","【領券再折】SHARP 夏普 20公升 微波爐 快速加熱 R-JT20KS RJT20KS","40204348","40202962","集雅社旗艦生活館","Home Electronic","Kitchen Appliances","Microwave","gseven88","14900.0","5"
"3802156210","（私訊甜甜價）現貨秒發 易播盒子 易播 EVBOX PLUS(破解版）","3212739","3211401","jaysonshih","Home Electronic","TVs","Set-top box","jaysonshih","26720.0","7"
"907567228","CHIMEI 奇美 時尚美型節能除濕機 RH-06E0RM","10134913","10133616","元元生活家電館","Home Electronic","Household Appliances","Dehumidifier","buy_here007","19300.0","4"
"4225031620","LG大白 空氣清淨機AS401WWK2 （WiFI 驅蚊版）","1509653","1508540","alva243532","Home Electronic","Household Appliances","Air Purifier","alva243532","30000.0","2"
"419030203","YAMASAKI山崎 35L三溫控3D專業級全能電烤箱 SK-3580RHS (附3D旋轉烤籠，全新，公司貨)","29574245","29572861","黃色小貓3C批發專賣店","Home Electronic","Kitchen Appliances","Oven","guansong","46175.0","14"
"862477456","(免運費)富及第Frigidaire11公升超靜音節能除濕機FDH-1111KA 另有12公升有輪子的賣場","5280984","5279690","波波BuzzBallz~紐文批發代理","Home Electronic","Household Appliances","Dehumidifier","shichun28","83130.0","22"
"2329861545","★6葉最強版★★迷你便攜式果汁機 露營外出電動果汁杯 鮮菓炫冰杯 迷你現打果汁機 學生隨行杯電動果汁機 usb充電外出款","8818974","8817678","PP SHOP (Pink Porsche)","Home Electronic","Kitchen Appliances","Juice & Soybean Milk Machine","amichenami","27655.014699467156","79"
"656358943","現貨【買就送充電電池】MIPRO無線麥克風 MR-823 標配電容式音頭 嘉強 台灣製造 UHF 卡拉ok 行家首選機種","41368035","41366649","通好量販 [影音館&百貨館]","Home Electronic","Steroes and Speakers","Others","abc617127","15390.0","3"
"4201446672","小雷 鐳射 卡拉ok 點歌機 點唱機 家用點唱機 家用娛樂機 提詞機 ktv 麥克風 喇叭 練歌 楊過頂姑姑","131683392","131681568","楊過頂姑姑 情趣用品 痛快淋漓 Sex&Fashion 筋膜槍 專賣 維修 ","Home Electronic","Steroes and Speakers","Home Theater Systems","f29557237","180034.54635343555","15"
"728313101","獨家 原廠直送 YG300 便攜迷你投影機 投影器 現貨 當天出貨 個人劇院 微型投影器 攜帶型 現貨供應","23377929","23376593","BLADE 3C配件專賣店","Home Electronic","Audio Visual Equipment","Curtain & Projector","chi690212","44557.754010695186","46"
"2071967213","大網面電蚊拍 手電筒 電蚊拍 捕蚊燈 捕蚊器 捕蚊拍 安全電蚊拍 USB充電 充電式電蚊拍","16493417","16492081","INBIKE 單車 ","Home Electronic","Household Appliances","Mosquito Nest","inbike","15984.527938814672","74"
"2328252439","LG A9+ 快清式無線吸塵器 ADVANCE2 大全配 同A9PSMOP2X","20122411","20121075","chinchialiang0817","Home Electronic","Household Appliances","Vacuum","chinchialiang0817","39000.0","2"
"2115178115","【勳風】12吋360°超循環涼風扇 循環扇 電風扇 立扇 風扇HF-B1282","43394573","43393187","【百寶家電館】","Home Electronic","Seasonal Appliance","Fan-Recirculating","partner21781","17848.7857922497","29"
"1856495505","現貨 擴香機 usb車載行動擴香儀  充電觸碰式鏡面香薰機 冷霧定時芳療機","121339326","121337502","meeta.tw","Home Electronic","Household Appliances","Electronic Diffuser","meeta.tw","41313.66527919579","16"
"955756928","現貨*金展輝360度轉 10吋桌扇 涼風扇 電扇 桌扇 工業立扇 台灣製 金屬鋁葉片","2497499","2496220","佳佳生活館","Home Electronic","Seasonal Appliance","Fan-Industrial","smallgodx2","41718.674486192045","99"
"2633845382","❀日貨商城❀ [現貨] Panasonic 國際牌 ER-GK60 ER-GK61 電動除毛刀 防水美體修容刀 毛髮修剪","169138601","169136280","miria0926","Home Electronic","Beauty Appliances","Shavers","miria0926","11755.0","6"
"4306820684","💪最後現貨💪 智慧萬用鍋 HD2133 / HD-2133 保固2年 送隨機贈品","9004373","9003077","berrycan410","Home Electronic","Kitchen Appliances","Electric Rice Cooker & Cooking Pot","berrycan410","23410.0","8"
"2060063675","【翔玲小舖】含稅附發票~VF-1556友情牌15W高科技燈管電擊式捕蚊燈","5814655","5813355","翔玲小舖","Home Electronic","Household Appliances","Mosquito Nest","johnson560108","12000.0","14"
"367672439","【 實體店面公司貨 免運】TECO東元 來電顯示 語音報號 有線電話 家用電話 市內電話 室內電話 XYFXC003","8369213","8367917","生活創意家","Home Electronic","Household Appliances","Home Phone","ham0909","11296.0","26"
"7201651685","Princess荷蘭公主 20bar半自動義式濃縮咖啡機 249407💕免運","17060026","17058690","快樂從Buy","Home Electronic","Kitchen Appliances","Coffee Machine","jackyegg","13399.222395023327","3"
"1997831610","大象生活館 愛迪生強效電擊式 EDS-P5684 捕蚊燈 UVA紫外線燈管強效滅蚊EDS-P5593","24963569","24962233","大象生活館","Home Electronic","Household Appliances","Mosquito Nest","elephent0421","12090.460674157304","19"
"2399609968","全新品 大同 TAC-10L-DCG 綠色 10人份 電鍋 內鍋為不繡鋼","33756194","33754810","3C拍賣天下","Home Electronic","Kitchen Appliances","Electric Rice Cooker & Cooking Pot","a9354880","41630.57367829021","21"
"2422185781","適 夏普 SHARP KC-JH60T-W KC-JH70T-W FZ-D60HFE FZ-D60HFE 空氣清淨機濾網","3996665","3995382","蟎著媽-對抗塵蹣及過敏的權威","Home Electronic","Household Appliances","Air Purifier","snoteesaelin","14347.903147699759","9"
"6913386921","折扣碼在內容內 退稅1200元【現貨供應】夏普 SHARP DW-J14HT-S  14.5L 自動除菌離子除濕機","11438710","11437410","承志館","Home Electronic","Household Appliances","Dehumidifier","bb28032979","554216.0100692259","47"
"2177638676","HERAN禾聯 小餅乾UV抑菌空氣清淨機HAP-150Z1","57485970","57484544","HERAN禾聯 熊好的店 ","Home Electronic","Household Appliances","Air Purifier","hertec","10168.0","1"
"5820372171","現貨免運⚡小米🔥順造 無線吸塵器Z11/吸拖一體/除蹣刷/專利三合一切毛滾刷/可換電池/1年保固/7配件/有寵物推薦","67001453","66999996","瑞斯資網通","Home Electronic","Household Appliances","Vacuum","reese_technology","15528.0","2"
"1680795642","公司貨 【HERAN 禾聯】1.8L 304不鏽鋼快煮壺(18L5-HEK) 防乾燒","13131347","13130044","盤子破掉的價錢 懂嗎？","Home Electronic","Kitchen Appliances","Electric Kettle","tin5010","11962.176470588234","25"
"5220243816","關注折20【尚好購】現貨+可超取+附發票 2.5升 karalla 日本熱銷快速健康氣炸鍋 料理/少油/快煮","185045740","185043042","★尚好購★","Home Electronic","Kitchen Appliances","Fryer","simplebuy191004","10500.0","3"
"4818178306","Blendtec Connoisseur 825 果汁機 調理機 福利品","74470304","74468834","i5988","Home Electronic","Kitchen Appliances","Juice & Soybean Milk Machine","i5988","12060.0","1"
"7019340330","光子除毛器 電動剃毛器 博思迪bosidin激光脫毛儀 家用全身冰點女腋毛脫毛器 冰點無痛鐳射脫毛儀 腋毛唇毛私處脫毛器","178436868","178434296","meizhuang211","Home Electronic","Beauty Appliances","Grooming Tool","meizhuang211","12286.0","7"
"1294879504","【隆慶】LG  55SM8600PWA 一奈米4K物聯網電視","64071464","64070021","隆慶電器行","Home Electronic","TVs","50 Inches or More","mgt0306_lg","30900.0","1"
"7312785575","【台灣現貨】MINI頭部按摩器M2 頭部3D按摩 舒緩按摩器","14359526","14358222","百米家智能商城","Home Electronic","Beauty Appliances","Electric Massager","buymijia","10470.716937354988","11"
"3723557640","（可申請貨物稅）【Panasonic國際牌】6公升清淨除濕機 F-Y12EM","49512265","49510877","小羊仔商行","Home Electronic","Household Appliances","Dehumidifier","bibi12627","64680.0","12"
"528308148","(現貨)象印 電子鍋專用內鍋原廠貨((B260))NS-TGF18 NS-WXF18 NS-WAF18 NS-WTF18","26855749","26854413","Nick ","Home Electronic","Others","Others","nickyea","14755.43165467626","14"
"4310037644","晶工牌 2.2公升不鏽鋼多功能電碗 JK-301B 廠商直送 現貨","111394257","111392667","蝦皮免運直送","Home Electronic","Kitchen Appliances","Multi-function Cooker","outsourcing_24h","10446.804541270329","24"
"2307432057","⚡️母親節特惠開跑⚡️美國JBL 4312M II 喇叭","6499703","6498390","麥克洛音樂與音響","Home Electronic","Steroes and Speakers","Others","mymiss","19900.0","1"
"4232087017","For evensky專屬賣場-2@惠增電器@Panasonic國際牌一級變頻冷暖右吹遙控窗型冷暖氣CW-P36HA2","4917850","4916560","惠增電器+30年老招牌實體店家","Home Electronic","Large Household Appliance","Air-Conditioner","ricky1688","11000.0","1"
"2283523586","ASUS ZenBeam S2 微型 LED 無線投影機 公司貨 聯強代理","49097145","49095757","phonemax","Home Electronic","Audio Visual Equipment","Curtain & Projector","phonemax","31946.0","2"
"5924312563","九成新-SONY 65吋 4K HDR OLED液晶電視 KD-65A1","10455949","10454652","btbt0909","Home Electronic","TVs","50 Inches or More","btbt0909","125010.0","1"
"5309602612","【怡和行】小米空氣清淨機副廠濾心 抗菌版 適用小米1代、2代、PRO 小米清淨機副廠濾網 小米濾網 HEPA濾網","12412","12410","喬大家電 大同電鍋 防潮箱 LG 漢威 空氣清淨機 HOBOT 掃地機器人","Home Electronic","Household Appliances","Air Purifier","qyaoda","13962.0","20"
"6031722760","Panasonic EH-NA9B/神腦公司貨 國際牌 奈米水離子吹風機/EHNA9B","743461","742932","摩利亞數位","Home Electronic","Beauty Appliances","Hair Dryer","ks101","13305.0","3"
"1433097530","【送隔熱手套】TATUNG大同 大同電鍋  6人份電鍋  綠色 TAC-06L-DG/DR   不鏽鋼電鍋","4301573","4300289","Click&Buy","Home Electronic","Kitchen Appliances","Electric Rice Cooker & Cooking Pot","jason760","97959.0","51"
"2112393218","♻️現貨免運No1🔥 空氣清淨機 醫級抗菌抗過敏 除臭 煙味 貓砂味 油煙味 可調速 PM2.5 甲醛活性碳","15165392","15164056","Mr. Air 空氣先生 - 高CP值居家好物","Home Electronic","Household Appliances","Air Purifier","alliswell1","274205.1876851764","140"
"1710868874","【5坪】日本 TOYOTOMI RB-250(W) 七彩 煤油爐 煤油暖爐 露營 室内【白色】","27721894","27720510","雪花村社團","Home Electronic","Seasonal Appliance","Heater-Kerosene","batterybank88","13000.0","2"
"5703594820","【 贈送轉接頭 】 小米手持掛燙機 手持掛燙機 掛燙機 咱家掛燙機 燙衣機 熨斗 蒸汽熨斗 手持熨斗 燙衣神器 平燙","62212678","62211236","JX Store","Home Electronic","Household Appliances","Iron","jx131446","17458.073425027364","24"
"5323642528","🇯🇵TESCOM專業型大風量負離子吹風機 （TID960TW)","5275380","5274086","candy027","Home Electronic","Beauty Appliances","Hair Dryer","candy027","10365.0","13"
"7220104823","『智趣の工坊』 台灣現貨 蛋腸機 包腸機 家用全自動包腸機 雞蛋包腸機 蛋捲機 煎蛋器 早餐神器 110V台灣電壓","215392493","215388695","『智趣の工坊』","Home Electronic","Kitchen Appliances","Dessert Machine","stevenliao0605","13063.473802605678","25"
"6904185168","下殺八折尚品宅配廚房集成灶一體灶側吸下排式雙電機油煙機家用燃氣灶套裝-220V【全場免運】","149774096","149772272","艾菲斯女王","Home Electronic","Kitchen Appliances","Others","kjoi8729368","72000.0","2"
"2056508258","科沃斯 ECOVACS DEEBOT OZMO 930 掃地機 【掃吸+拖地】聯強代理","59000307","58998877","買樂3C","Home Electronic","Household Appliances","Robot Vaccum","mylove3c","14890.0","1"
"1101036485","《台南佳電+贈$180元專用刮刀》Cuisinart CSB-77TW / CSB77TW /CSB77 美膳雅 攪拌棒","7593227","7591935","台南佳電 LineID: @ez80","Home Electronic","Kitchen Appliances","Food Processor","ez80web","11464.0","6"
"3419245274","【空氣淨化器項鍊】隨身空氣清淨器 空氣清淨機 負離子 免耗材 去煙味 甲醛 PM2.5","12446","12443","翊的場《ㄧˋㄉㄜ˙ㄔㄤˇ》","Home Electronic","Household Appliances","Air Purifier","t0925330520","14065.22342488921","19"
"2721906592","✨0負評的法國永久激光除毛 淡斑 去痘 除毛機 美容儀✨","14964092","14962756","桃樂行3c代購 批發","Home Electronic","Beauty Appliances","Electronic Face Cleansing Brush","aa73119","13870.0","5"
"6308496469","現貨 全新未拆品 ZOJIRUSHI 象印 6人份微電腦炊飯電子鍋 NS-WXF10-WB 黑金剛厚釜","8289148","8287852","tw5260_00540","Home Electronic","Kitchen Appliances","Electric Rice Cooker & Cooking Pot","chuchu540","238303.33333333334","168"
"228931865","『可全家超取』雙星牌 14吋壁掛扇/掛壁扇/吊扇 TS-1401 隨貨附發票及保固貼~","9676890","9675593","TOP生活家電","Home Electronic","Seasonal Appliance","Fan-Wall/Ceiling","top1685168","12560.0","22"
"2139910534","【現貨-24H出貨】全新未拆封 遙控 哈根諾克 HGN-168DC  電風扇 直流馬達 16吋 節能 立扇","141703267","141701443","靛星生活館","Home Electronic","Seasonal Appliance","Fan-DC","baby9420520","62690.0","41"
"455492207","★限宅配.無法超取★◤台灣製造◢ 華冠牌 16吋 掛壁扇 / 吊扇 / 涼風扇 / 電扇 BT-1698","18911529","18910193","中部電器批發量販  ","Home Electronic","Seasonal Appliance","Fan-Wall/Ceiling","sawin2017","15135.0","11"
"513259722","尚朋堂 雙層紫外線烘碗機 SD-2588","10134913","10133616","元元生活家電館","Home Electronic","Household Appliances","Vacuum","buy_here007","12459.0","4"
"499914601","大同 11人份不鏽鋼電鍋 TAC-11L-MCAG (簡配款)","10134913","10133616","元元生活家電館","Home Electronic","Kitchen Appliances","Electric Rice Cooker & Cooking Pot","buy_here007","11810.72463768116","4"
